species	transcript_id	reference_id	strand	reference_pass	raw_correct	decoded_empty	decoded_correct	chain_class	raw_CDS_segments	reference_CDS_segments	shared_exact_suffix_segments	trim_removed_segments	oracle_emission	oracle_transition	oracle_total	oracle_total_positive	oracle_total_zero	recorded_transition
Oeuropaea	scaffold4768_gene_2.t1	PAC:37725157	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	3	4	2		1493.9609375	2724.571139206425	4218.532076706425	1	0	wrong_stays_wrong
Oeuropaea	scaffold520_gene_11.t1	PAC:37746357	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		7149.135742187496	4118.521288136803	11267.6570303243	1	0	wrong_stays_wrong
Oeuropaea	scaffold713_gene_5.t1	PAC:37731870	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	3	1	0		-51.5909423828125	2762.699430541165	2711.108488158353	1	0	wrong_stays_wrong
Oeuropaea	scaffold732_gene_35.t1	PAC:37732230	-	True	1	1	0	exact_chain	3	3	3	0	-18890.48828125	2723.7135221699045	-16166.774759080101	0	0	correct_to_wrong
Oeuropaea	scaffold83_gene_50.t1	PAC:37722308	-	True	1	1	0	exact_chain	2	2	2	0	-7478.906250000002	1365.1644843585018	-6113.7417656415	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr1_gene_1801.t1	Ler.1DRT.1g031240.1.v1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	2	1	0		28.60205078125	1381.3373943684073	1409.9394451496578	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr1_gene_2798.t1	Ler.1DRT.1g051110.1.v1	+	True	1	0	1	exact_chain	7	7	7	0	24435.452636718743	9560.614791024049	33996.06742774279	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr1_gene_2799.t1	Ler.1DRT.1g051150.1.v1	+	True	1	0	1	exact_chain	2	2	2	0	7447.299804687496	2715.115027756851	10162.414832444345	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr1_gene_2804.t1	Ler.1DRT.1g051220.1.v1	+	False	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	4	1		3857.0947265625	8206.991051199682	12064.085777762184	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr1_gene_3061.t1	Ler.1DRT.1g055400.1.v1	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	4	6	2		-70797.00781249999	4668.989985388843	-66128.01782711114	0	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr1_gene_3474.t1	Ler.1DRT.1g062450.1.v1	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	27	16	0		41722.4774169922	35712.80387587863	77435.28129287082	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr1_gene_4054.t1	Ler.1DRT.1g072900.1.v1	+	True	1	0	1	exact_chain	39	39	39	0	114700.638671875	53362.01143051574	168062.65010239073	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr1_gene_4236.t1	Ler.1DRT.1g076210.1.v1	-	True	1	1	0	exact_chain	3	3	3	0	-16935.109374999996	4084.732139945261	-12850.377235054737	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr2_gene_1304.t1	Ler.1DRT.2g018600.1.v1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	21	25	0		93706.12268066406	27981.22035490306	121687.34303556713	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr2_gene_1630.t1	Ler.1DRT.2g023700.1.v1	-	True	1	1	0	exact_chain	7	7	7	0	-26650.664062499993	9553.40401509255	-17097.260047407446	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr2_gene_2176.t1	Ler.1DRT.2g034320.1.v1	-	True	1	1	0	exact_chain	7	7	7	0	-22123.2333984375	9561.108018248175	-12562.125380189325	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr2_gene_2462.t1	Ler.1DRT.2g039940.1.v1	-	True	1	1	0	exact_chain	4	4	4	0	-26872.2509765625	5430.55679406329	-21441.69418249921	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr2_gene_2570.t1	Ler.1DRT.2g042200.1.v1	+	True	1	0	1	exact_chain	6	6	6	0	12044.720703124998	8195.270873462758	20239.991576587756	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr2_gene_2643.t1	Ler.1DRT.2g044030.1.v1	+	True	1	0	1	exact_chain	4	4	4	0	28383.4912109375	5448.384379758575	33831.87559069607	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr2_gene_2864.t1	Ler.1DRT.2g048180.1.v1	-	True	0	1	0	first_CDS_segment_replacement_only	6	6	5		-80597.17971801758	8148.82818936216	-72448.35152865542	0	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr2_gene_2987.t1	Ler.1DRT.2g050040.1.v1	+	True	0	0	0	first_segment_TIS_boundary_only	7	7	6		16300.290039062515	9558.942924364754	25859.23296342727	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr2_gene_3570.t1	Ler.1DRT.2g060930.1.v1	+	False	0	0	0	downstream_TIS_trim_existing_CDS_path	2	1	0	1	16879.64013671875	1991.4044650075446	18871.044601726295	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr2_gene_4284.t1	Ler.1DRT.2g074390.1.v1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	4	5	0		24183.481445312496	5419.0139821926	29602.4954275051	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr2_gene_5792.t1	Ler.1DRT.2g099760.1.v1	+	True	0	0	0	first_CDS_segment_replacement_only	3	3	2		15603.0302734375	4082.933649856713	19685.963923294214	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr3_gene_833.t1	Ler.1DRT.3g012440.1.v1	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	3	6	0		-3295.672363281251	2693.968221066484	-601.7041422147668	0	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr3_gene_1515.t1	Ler.1DRT.3g026200.1.v1	+	True	1	0	1	exact_chain	3	3	3	0	12691.360351562502	4080.7638066688564	16772.12415823136	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr4_gene_189.t1	Ler.1DRT.4g002880.1.v1	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	5	5	3		-10835.914062500004	6149.664296322426	-4686.249766177577	0	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr4_gene_1872.t1	Ler.1DRT.4g035350.1.v1	+	True	1	0	1	exact_chain	5	5	5	0	9216.4794921875	6808.09390470286	16024.573396890359	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr5_gene_1224.t1	Ler.1DRT.5g016530.1.v1	+	True	1	0	1	exact_chain	11	11	11	0	25984.9267578125	15038.231846073808	41023.15860388631	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr5_gene_1238.t1	Ler.1DRT.5g016740.1.v1	-	True	1	1	0	exact_chain	5	5	5	0	-20652.359375	6820.394782389902	-13831.964592610097	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr5_gene_2120.t1	Ler.1DRT.5g034240.1.v1	+	False	1	0	1	exact_chain	6	6	6	0	37007.802734375	8184.104986926618	45191.90772130161	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr5_gene_3976.t1	Ler.1DRT.5g064630.1.v1	-	True	1	1	0	exact_chain	7	7	7	0	-15514.980560302734	9543.477761767663	-5971.502798535072	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr6_gene_547.t1	Ler.1DRT.6g010460.1.v1	-	True	1	1	0	exact_chain	5	5	5	0	-17972.445312500004	6806.547821312244	-11165.89749118776	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr6_gene_1519.t1	Ler.1DRT.6g029640.1.v1	-	False	0	1	0	downstream_TIS_trim_existing_CDS_path	3	2	1	1	-123336.580078125	3943.136318596662	-119393.44375952835	0	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr6_gene_1638.t1	Ler.1DRT.6g032350.1.v1	+	True	1	0	1	exact_chain	5	5	5	0	14868.1103515625	6824.066484933267	21692.176836495768	1	0	correct_stays_correct
Lervoides	Ler.1DRT.Chr6_gene_2519.t1	Ler.1DRT.6g048280.1.v1	-	True	1	1	0	exact_chain	2	2	2	0	-22005.582031249996	2710.199074641595	-19295.382956608406	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr6_gene_3132.t1	Ler.1DRT.6g058060.1.v1	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	39	38	25		40108.12158203124	53401.944372528276	93510.06595455951	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr7_gene_1816.t1	Ler.1DRT.7g029020.1.v1	-	True	1	1	0	exact_chain	5	5	5	0	-24905.740264892578	6816.78950422782	-18088.95076066476	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr7_gene_2180.t1	Ler.1DRT.7g038210.1.v1	-	True	1	1	0	exact_chain	5	5	5	0	-13269.66958618164	6823.907449314963	-6445.762136866679	0	0	correct_to_wrong
Lervoides	Ler.1DRT.Chr7_gene_3077.t1	Ler.1DRT.7g057610.1.v1	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	7	7	5		-5941.3984375	8894.575430365736	2953.176992865736	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr7_gene_3855.t1	Ler.1DRT.7g071390.1.v1	+	False	0	0	0	first_segment_TIS_boundary_only	3	3	2		6762.41748046875	4067.8151460415875	10830.232626510337	1	0	wrong_stays_wrong
Lervoides	Ler.1DRT.Chr7_gene_4176.t1	Ler.1DRT.7g075770.1.v1	-	True	1	1	0	exact_chain	39	39	39	0	-38096.195465087876	53380.40505168662	15284.209586598743	1	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_0_gene_546.t1	Lsat_1_v5_gn_0_32180.1.v5	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	5	4	0		-20076.65234375	5470.498355371716	-14606.153988378284	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_145.t1	Lsat_1_v5_gn_1_5380.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	6	5	4		8133.619140625	7535.522540311834	15669.141680936835	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_1113.t1	Lsat_1_v5_gn_1_36080.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	22	22	19		-15331.246093749996	30115.22813890704	14783.982045157045	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2156.t1	Lsat_1_v5_gn_1_71380.1.v5	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	4	5	0		-7488.63916015625	5435.53384803527	-2053.1053121209798	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2246.t1	Lsat_1_v5_gn_1_73080.1.v5	+	False	1	0	1	exact_chain	5	5	5	0	12185.332031250002	5472.950746527436	17658.28277777744	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_1_gene_2260.t1	Lsat_1_v5_gn_1_72060.1.v5	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	8	10	0		-22.51806640625	9555.300207916465	9532.782141510213	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2307.t1	Lsat_1_v5_gn_1_75200.1.v5	-	False	0	1	0	no_shared_exact_terminal_CDS_segment	4	3	0		-825.9375	4121.1835831510425	3295.2460831510416	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2482.t1	Lsat_1_v5_gn_1_80360.1.v5	+	False	1	0	1	exact_chain	4	4	4	0	2920.190429687501	4107.427966196419	7027.618395883919	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_1_gene_2492.t1	Lsat_1_v5_gn_1_81361.1.v5	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	217.125	4121.6490873563225	4338.7740873563225	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2499.t1	Lsat_1_v5_gn_1_81201.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		2493.3916015625	4120.22085734592	6613.61245890842	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2500.t1	Lsat_1_v5_gn_1_81180.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	1		354.671875	4121.856559450043	4476.528434450042	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2501.t1	Lsat_1_v5_gn_1_81120.1.v5	-	False	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	4	3	2		-1121.578125	4121.045646124987	2999.467521124986	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_1_gene_2802.t1	Lsat_1_v5_gn_1_91580.1.v5	+	True	1	0	1	exact_chain	7	7	7	0	21069.8271484375	9562.770979206884	30632.598127644385	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_2_gene_800.t1	Lsat_1_v5_gn_2_33621.1.v5	+	False	0	0	0	first_CDS_segment_replacement_only	8	8	7		27201.104492187504	10255.52027923822	37456.624771425726	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_2_gene_2355.t1	Lsat_1_v5_gn_2_91301.1.v5	+	True	1	0	1	exact_chain	6	6	6	0	9675.533203125	8198.155466171394	17873.688669296396	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_2_gene_2671.t1	Lsat_1_v5_gn_2_104100.1.v5	-	True	1	1	0	exact_chain	4	4	4	0	-5285.757812500002	4107.173901779543	-1178.5839107204583	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_2_gene_2673.t1	Lsat_1_v5_gn_2_104060.1.v5	-	True	1	1	0	exact_chain	4	4	4	0	-5477.374999999998	5459.902896927549	-17.4721030724495	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_2_gene_2805.t1	Lsat_1_v5_gn_2_107641.1.v5	-	True	0	1	0	first_CDS_segment_replacement_only	5	5	4		-10539.827148437498	6151.12603165758	-4388.701116779917	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_2_gene_2995.t1	Lsat_1_v5_gn_2_112341.1.v5	+	True	1	0	1	exact_chain	16	16	16	0	16484.93017578125	21219.400836031036	37704.33101181229	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_3_gene_502.t1	Lsat_1_v5_gn_3_19221.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	10	9	8	1	-4902.132812499996	13017.201476201646	8115.068663701648	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_3_gene_508.t1	Lsat_1_v5_gn_3_19600.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	5	4	3		-2913.6640625	6168.218880682111	3254.5548181821123	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_3_gene_865.t1	Lsat_1_v5_gn_3_30780.1.v5	-	True	1	1	0	exact_chain	3	3	3	0	-4859.742187500001	2737.113791542022	-2122.6283959579787	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_3_gene_1741.t1	Lsat_1_v5_gn_3_57981.1.v5	-	True	1	1	0	exact_chain	6	6	6	0	-13908.117187499996	8194.610339770632	-5713.506847729364	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_3_gene_1744.t1	Lsat_1_v5_gn_3_58161.1.v5	-	True	0	1	0	first_CDS_segment_replacement_only	6	6	5		-8681.976562499995	7522.766683236578	-1159.209879263417	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_4_gene_43.t1	Lsat_1_v5_gn_4_541.1.v5	-	True	0	1	0	first_CDS_segment_replacement_only	3	3	2		-9959.99609375	3412.692077827301	-6547.304015922698	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_4_gene_677.t1	Lsat_1_v5_gn_4_25621.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	7	6	5	1	-6695.070312499996	8905.950906246291	2210.880593746295	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_4_gene_1075.t1	Lsat_1_v5_gn_4_38201.1.v5	-	True	0	1	0	first_CDS_segment_replacement_only	5	5	4		-5034.453125000002	6155.462162061423	1121.0090370614216	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_4_gene_1090.t1	Lsat_1_v5_gn_4_38580.1.v5	+	True	1	0	1	exact_chain	2	2	2	0	3075.8393554687514	1367.8517041523758	4443.691059621127	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_4_gene_1122.t1	Lsat_1_v5_gn_4_39420.1.v5	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	8	8	0		4727.42578125	10259.29373394784	14986.71951519784	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_4_gene_1485.t1	Lsat_1_v5_gn_4_53460.1.v5	-	True	1	1	0	exact_chain	9	9	9	0	-8135.203124999999	11633.284186099088	3498.0810610990884	1	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_4_gene_2583.t1	Lsat_1_v5_gn_4_95121.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	23	21	20		-10862.994140625002	30834.806257793807	19971.812117168804	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_5_gene_242.t1	Lsat_1_v5_gn_5_9480.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	11	11	9		10837.248046874993	15043.73771407002	25880.985760945012	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_5_gene_303.t1	Lsat_1_v5_gn_5_12541.1.v5	+	True	0	0	0	first_CDS_segment_replacement_only	3	3	2		3291.5205078125036	3416.0867778164725	6707.607285628976	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_5_gene_1367.t1	Lsat_1_v5_gn_5_61200.1.v5	-	True	1	1	0	exact_chain	7	7	7	0	-10973.339843749998	9567.538862103267	-1405.800981646733	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_5_gene_3140.t1	Lsat_1_v5_gn_5_133981.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	11	10	9		5076.341796875	14385.189022421957	19461.530819296957	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_5_gene_3405.t1	Lsat_1_v5_gn_5_146261.1.v5	-	True	1	1	0	exact_chain	10	10	10	0	-13029.34765625	13675.304231430047	645.9565751800474	1	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_5_gene_4032.t1	Lsat_1_v5_gn_5_168820.1.v5	+	True	1	0	1	exact_chain	3	3	3	0	9282.301269531248	4086.9252855922755	13369.226555123523	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_5_gene_4449.t1	Lsat_1_v5_gn_5_181620.1.v5	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	37	34	0		-89340.69241333003	49298.9247971844	-40041.76761614564	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_59.t1	Lsat_1_v5_gn_6_3440.1.v5	-	True	1	1	0	exact_chain	5	5	5	0	-8335.3984375	6828.528243525691	-1506.8701939743078	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_6_gene_109.t1	Lsat_1_v5_gn_6_5180.1.v5	+	True	0	0	0	first_CDS_segment_replacement_only	5	5	4		1257.674804687501	6150.888639647179	7408.56344433468	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_447.t1	Lsat_1_v5_gn_6_15600.1.v5	+	True	1	0	1	exact_chain	7	7	7	0	6045.300292968754	8216.650669491533	14261.950962460287	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_6_gene_615.t1	Lsat_1_v5_gn_6_22561.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	10	8	5		2637.1342468261723	12351.313996753235	14988.448243579409	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_1710.t1	Lsat_1_v5_gn_6_60701.1.v5	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	4	4	0		10034.216796874998	4779.449070171491	14813.66586704649	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_2136.t1	Lsat_1_v5_gn_6_81220.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	11	10	9		-7559.63671875	14385.814541227932	6826.177822477928	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_2288.t1	Lsat_1_v5_gn_6_86420.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	30	29	27		20607.39013671875	40408.858516822336	61016.248653541086	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_6_gene_2523.t1	Lsat_1_v5_gn_6_94921.1.v5	-	True	1	1	0	exact_chain	5	5	5	0	-7740.449218750001	6829.016285323155	-911.4329334268459	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_7_gene_623.t1	Lsat_1_v5_gn_7_20501.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	2148.488281249998	6170.5876351769375	8319.075916426937	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_624.t1	Lsat_1_v5_gn_7_20521.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	4649.496093750002	6172.550364882613	10822.046458632616	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_625.t1	Lsat_1_v5_gn_7_20581.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	6209.867187499999	5494.78177676445	11704.648964264448	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_1133.t1	Lsat_1_v5_gn_7_34740.1.v5	-	True	1	1	0	exact_chain	35	35	35	0	-17810.76171875	46570.37958555229	28759.61786680229	1	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_7_gene_1387.t1	Lsat_1_v5_gn_7_44340.1.v5	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	4	5	0		11566.58544921875	4090.735596260006	15657.321045478757	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_1480.t1	Lsat_1_v5_gn_7_48321.1.v5	-	True	1	1	0	exact_chain	3	3	3	0	-5016.859375000002	4090.1068277147697	-926.752547285233	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_7_gene_1485.t1	Lsat_1_v5_gn_7_49261.1.v5	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	5	4	3	1	4189.115722656252	6166.734694053193	10355.850416709445	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_1535.t1	Lsat_1_v5_gn_7_49520.1.v5	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	2272.763671875	4798.254512431975	7071.018184306975	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_7_gene_3086.t1	Lsat_1_v5_gn_7_110801.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	11	11	8		23941.3564453125	15041.540877890671	38982.89732320317	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_8_gene_497.t1	Lsat_1_v5_gn_8_16461.1.v5	+	True	1	0	1	exact_chain	3	3	3	0	16230.62060546875	4084.9210887919144	20315.541694260664	1	0	correct_stays_correct
Lsativa	Lsat_1_v8_lg_8_gene_835.t1	Lsat_1_v5_gn_8_27500.1.v5	+	False	0	0	0	no_shared_exact_terminal_CDS_segment	3	4	0		4386.361328125002	3378.537329857679	7764.8986579826815	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_8_gene_1576.t1	Lsat_1_v5_gn_8_53401.1.v5	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	5	5	0		12487.3427734375	5474.20223323741	17961.54500667491	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_8_gene_1754.t1	Lsat_1_v5_gn_8_59320.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	3	2	1		652.4716796875	2751.09005041839	3403.56173010589	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_8_gene_2195.t1	Lsat_1_v5_gn_8_77820.1.v5	-	True	0	1	0	downstream_TIS_trim_existing_CDS_path	3	2	1	1	-2552.015625000001	3428.4838925737586	876.4682675737577	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_8_gene_2837.t1	Lsat_1_v5_gn_8_98561.1.v5	-	True	1	0	0	exact_chain	9	9	9	0	-4607.146484374999	11630.981878273933	7023.835393898934	1	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_9_gene_161.t1	Lsat_1_v5_gn_9_880.1.v5	-	True	1	1	0	exact_chain	6	6	6	0	-8754.2265625	8198.017839690227	-556.2087228097735	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_9_gene_371.t1	Lsat_1_v5_gn_9_12681.1.v5	+	True	0	0	0	multiple_prefix_segments_differ_shared_exact_suffix	23	22	3		19694.23031616211	30822.09085002603	50516.321166188136	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_407.t1	Lsat_1_v5_gn_9_15261.1.v5	+	True	0	0	0	no_shared_exact_terminal_CDS_segment	4	3	0		9131.97265625	4792.626792407098	13924.599448657098	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_947.t1	Lsat_1_v5_gn_9_30241.1.v5	-	True	0	1	0	no_shared_exact_terminal_CDS_segment	2	1	0		-3813.25	2058.179130401658	-1755.0708695983417	0	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1271.t1	Lsat_1_v5_gn_9_42641.1.v5	-	True	1	1	0	exact_chain	5	5	5	0	-9186.876953124996	6827.9127937030335	-2358.9641594219647	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1273.t1	Lsat_1_v5_gn_9_42661.1.v5	-	True	1	1	0	exact_chain	5	5	5	0	-6996.273437500003	6829.465441193176	-166.8079963068276	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1308.t1	Lsat_1_v5_gn_9_44101.1.v5	+	False	0	0	0	first_CDS_segment_replacement_only	4	4	3		3358.8173828125005	4106.805409031688	7465.622791844189	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1405.t1	Lsat_1_v5_gn_9_45780.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	12	9	1		-12224.595733642576	15775.802978539712	3551.2072448971358	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1881.t1	Lsat_1_v5_gn_9_61920.1.v5	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	1777.765625	4120.428471531356	5898.194096531356	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_1882.t1	Lsat_1_v5_gn_9_61940.1.v5	+	True	0	0	0	downstream_TIS_trim_existing_CDS_path	4	3	2	1	2206.187499999999	4120.428471531355	6326.615971531354	1	0	wrong_stays_wrong
Lsativa	Lsat_1_v8_lg_9_gene_2516.t1	Lsat_1_v5_gn_9_88740.1.v5	-	True	1	1	0	exact_chain	3	3	3	0	-9634.171875000002	4087.776006084959	-5546.395868915042	0	0	correct_to_wrong
Lsativa	Lsat_1_v8_lg_9_gene_2784.t1	Lsat_1_v5_gn_9_97741.1.v5	-	True	0	1	0	multiple_prefix_segments_differ_shared_exact_suffix	5	10	4		-38280.14761352538	6066.89859476777	-32213.249018757608	0	0	wrong_stays_wrong
